folio,fecha,planta,centro_costo,concepto,monto,cargado_en
HER-202605-000432,2026-05-01,Hermosillo,Refacciones,Refacción prensa,"1.896,75",2026-07-03
HER-202605-000459,2026-05-01,Hermosillo,Calidad,Flete nacional,"1.627,50",2026-07-01
HER-202605-000459,2026-05-01,Hermosillo,Calidad,Flete nacional,"1.627,50",2026-07-03
HER-202605-000486,2026-05-01,Hermosillo,SEGURIDAD,Calibración de equipo,"1.388,75",2026-07-01
HER-202605-000486,2026-05-01,Hermosillo,SEGURIDAD,Calibración de equipo,"1.388,75",2026-07-03
HER-202605-000513,2026-05-01,Hermosillo,Sistemas,Equipo de protección,"979,75",2026-07-01
HER-202605-000513,2026-05-01,Hermosillo,Sistemas,Equipo de protección,"979,75",2026-07-03
IRA-202605-011691,2026-05-01,Irapuato,mantenimiento,Flete nacional,"7.935,00",2026-07-01
IRA-202605-011718,2026-05-01,Irapuato,Energía,Calibración de equipo,"6.582,00",2026-07-01
IRA-202605-011745,2026-05-01,Irapuato,Fletes,Equipo de protección,"4.085,50",2026-07-01
IRA-202605-011772,2026-05-01,Irapuato,Refacciones,Refacción prensa,"5.003,25",2026-07-01
IRA-202605-011799,2026-05-01,Irapuato,Calidad,Flete nacional,"2.894,50",2026-07-01
IRA-202605-011826,2026-05-01,Irapuato,Sistemas ,Calibración de equipo,"2.978,00",2026-07-01
CHI-202605-008806,2026-05-02,Chihuahua, Mantenimiento,Reparación correctiva,"7.110,00",2026-07-01
CHI-202605-008833,2026-05-02,Chihuahua,Energía,Mantenimiento preventivo,"6.897,00",2026-07-01
CHI-202605-008860,2026-05-02,Chihuahua,Nómina Indirecta,Flete de importación,"8.840,75",2026-07-01
CHI-202605-008887,2026-05-02,Chihuahua,Refacciones,Nómina de apoyo,"6.359,25",2026-07-01
CHI-202605-008914,2026-05-02,Chihuahua,Calidad,Reparación correctiva,"2.678,25",2026-07-01
CHI-202605-008941,2026-05-02,Chihuahua,sistemas,Mantenimiento preventivo,"-6.473,50",2026-07-01
CUA-202605-005944,2026-05-02,Cuautitlán,Energía,Flete de importación,"7.345,00",2026-07-01
CUA-202605-005971,2026-05-02,Cuautitlán,  NÓMINA INDIRECTA ,Nómina de apoyo,"5.618,25",2026-07-01
CUA-202605-005998,2026-05-02,Cuautitlán,Fletes,Reparación correctiva,"2.614,25",2026-07-01
CUA-202605-006025,2026-05-02,Cuautitlán,Calidad,Mantenimiento preventivo,"3.167,50",2026-07-01
CUA-202605-006052,2026-05-02,Cuautitlán,Seguridad,Flete de importación,"1.878,00",2026-07-01
CUA-202605-006079,2026-05-02,Cuautitlán,Sistemas,Nómina de apoyo,"846,25",2026-07-01
HER-202605-000274,2026-05-02,Hermosillo,Mantenimiento,Reparación correctiva,"10.050,25",2026-07-01
HER-202605-000274,2026-05-02,Hermosillo,Mantenimiento,Reparación correctiva,"10.050,25",2026-07-03
HER-202605-000301,2026-05-02,Hermosillo,Mantenimiento ,Mantenimiento preventivo,"13.196,25",2026-07-01
HER-202605-000301,2026-05-02,Hermosillo,Mantenimiento ,Mantenimiento preventivo,"13.196,25",2026-07-03
HER-202605-000328,2026-05-02,Hermosillo,Energía,Flete de importación,"6.734,75",2026-07-01
HER-202605-000328,2026-05-02,Hermosillo,Energía,Flete de importación,"6.734,75",2026-07-03
HER-202605-000355,2026-05-02,Hermosillo,Nómina Indirecta,Nómina de apoyo,"3.714,00",2026-07-01
HER-202605-000355,2026-05-02,Hermosillo,Nómina Indirecta,Nómina de apoyo,"3.714,00",2026-07-03
HER-202605-000382,2026-05-02,Hermosillo,Fletes,Reparación correctiva,"9.140,25",2026-07-01
HER-202605-000382,2026-05-02,Hermosillo,Fletes,Reparación correctiva,"9.140,25",2026-07-03
HER-202605-000409,2026-05-02,Hermosillo,Refacciones,Mantenimiento preventivo,"2.627,75",2026-07-01
HER-202605-000409,2026-05-02,Hermosillo,Refacciones,Mantenimiento preventivo,"2.627,75",2026-07-03
HER-202605-000436,2026-05-02,Hermosillo,REFACCIONES,Flete de importación,"1.130,75",2026-07-01
HER-202605-000436,2026-05-02,Hermosillo,REFACCIONES,Flete de importación,"1.130,75",2026-07-03
HER-202605-000463,2026-05-02,Hermosillo,Calidad,Nómina de apoyo,"1.225,50",2026-07-01
HER-202605-000463,2026-05-02,Hermosillo,Calidad,Nómina de apoyo,"1.225,50",2026-07-03
HER-202605-000490,2026-05-02,Hermosillo,Seguridad,Reparación correctiva,"890,75",2026-07-01
HER-202605-000490,2026-05-02,Hermosillo,Seguridad,Reparación correctiva,"890,75",2026-07-03
HER-202605-000517,2026-05-02,Hermosillo,Sistemas,Mantenimiento preventivo,"846,25",2026-07-01
HER-202605-000517,2026-05-02,Hermosillo,Sistemas,Mantenimiento preventivo,"846,25",2026-07-03
IRA-202605-011695,2026-05-02,Irapuato,Mantenimiento,Nómina de apoyo,"8.332,00",2026-07-01
IRA-202605-011722,2026-05-02,Irapuato,Nómina Indirecta,Reparación correctiva,"2.994,00",2026-07-01
IRA-202605-011749,2026-05-02,Irapuato,Fletes,Mantenimiento preventivo,"3.808,25",2026-07-01
IRA-202605-011776,2026-05-02,Irapuato,Refacciones ,Flete de importación,"5.262,50",2026-07-01
IRA-202605-011803,2026-05-02,Irapuato,Seguridad,Nómina de apoyo,"3.124,00",2026-07-01
IRA-202605-011830,2026-05-02,Irapuato,Sistemas,Reparación correctiva,"2.613,75",2026-07-01
CHI-202605-008810,2026-05-03,Chihuahua,Mantenimiento,Consumo eléctrico,"9.560,00",2026-07-01
CHI-202605-008837,2026-05-03,Chihuahua,Energía,Servicio externo,"5.364,50",2026-07-01
CHI-202605-008864,2026-05-03,Chihuahua,Fletes,Licencia de software,"5.178,50",2026-07-01
CHI-202605-008891,2026-05-03,Chihuahua,refacciones,Renta de montacargas,"4.159,25",2026-07-01
CHI-202605-008918,2026-05-03,Chihuahua,Calidad,Consumo eléctrico,"2.990,75",2026-07-01
CHI-202605-008945,2026-05-03,Chihuahua,Sistemas,Servicio externo,"3.880,25",2026-07-01
CUA-202605-005921,2026-05-03,Cuautitlán,  MANTENIMIENTO ,Servicio externo,"8.008,50",2026-07-01
CUA-202605-005948,2026-05-03,Cuautitlán,Energía,Licencia de software,"8.239,25",2026-07-01
CUA-202605-005975,2026-05-03,Cuautitlán,Nómina Indirecta,Renta de montacargas,"5.501,75",2026-07-01
CUA-202605-006002,2026-05-03,Cuautitlán,Refacciones,Consumo eléctrico,"5.089,00",2026-07-01
CUA-202605-006029,2026-05-03,Cuautitlán,Calidad,Servicio externo,"2.367,75",2026-07-01
CUA-202605-006056,2026-05-03,Cuautitlán, Seguridad,Licencia de software,"1.795,75",2026-07-01
HER-202605-000278,2026-05-03,Hermosillo,Mantenimiento,Consumo eléctrico,"9.092,50",2026-07-01
HER-202605-000278,2026-05-03,Hermosillo,Mantenimiento,Consumo eléctrico,"9.092,50",2026-07-03
HER-202605-000305,2026-05-03,Hermosillo,Mantenimiento,Servicio externo,"11.216,00",2026-07-01
HER-202605-000305,2026-05-03,Hermosillo,Mantenimiento,Servicio externo,"11.216,00",2026-07-03
HER-202605-000332,2026-05-03,Hermosillo,Energía,Licencia de software,"5.233,25",2026-07-01
HER-202605-000332,2026-05-03,Hermosillo,Energía,Licencia de software,"5.233,25",2026-07-03
HER-202605-000359,2026-05-03,Hermosillo,Nómina Indirecta,Renta de montacargas,"3.546,75",2026-07-01
HER-202605-000359,2026-05-03,Hermosillo,Nómina Indirecta,Renta de montacargas,"3.546,75",2026-07-03
HER-202605-000386,2026-05-03,Hermosillo,FLETES,Consumo eléctrico,"7.707,25",2026-07-01
HER-202605-000386,2026-05-03,Hermosillo,FLETES,Consumo eléctrico,"7.707,25",2026-07-03
HER-202605-000413,2026-05-03,Hermosillo,Refacciones,Servicio externo,"2.460,50",2026-07-01
HER-202605-000413,2026-05-03,Hermosillo,Refacciones,Servicio externo,"2.460,50",2026-07-03
HER-202605-000440,2026-05-03,Hermosillo,Calidad,Licencia de software,"1.960,25",2026-07-01
HER-202605-000440,2026-05-03,Hermosillo,Calidad,Licencia de software,"1.960,25",2026-07-03
HER-202605-000467,2026-05-03,Hermosillo,Calidad,Renta de montacargas,"1.562,00",2026-07-01
HER-202605-000467,2026-05-03,Hermosillo,Calidad,Renta de montacargas,"1.562,00",2026-07-03
HER-202605-000494,2026-05-03,Hermosillo,Seguridad,Consumo eléctrico,"1.189,75",2026-07-01
HER-202605-000494,2026-05-03,Hermosillo,Seguridad,Consumo eléctrico,"1.189,75",2026-07-03
HER-202605-000521,2026-05-03,Hermosillo,  SISTEMAS ,Servicio externo,"1.233,75",2026-07-01
HER-202605-000521,2026-05-03,Hermosillo,  SISTEMAS ,Servicio externo,"1.233,75",2026-07-03
IRA-202605-011699,2026-05-03,Irapuato,Mantenimiento,Renta de montacargas,"8.794,50",2026-07-01
IRA-202605-011726,2026-05-03,Irapuato,Nómina Indirecta ,Consumo eléctrico,"4.699,00",2026-07-01
IRA-202605-011753,2026-05-03,Irapuato,Fletes,Servicio externo,"3.757,75",2026-07-01
IRA-202605-011780,2026-05-03,Irapuato,Refacciones,Licencia de software,"3.547,75",2026-07-01
IRA-202605-011807,2026-05-03,Irapuato,Seguridad,Renta de montacargas,"2.628,25",2026-07-01
IRA-202605-011834,2026-05-03,Irapuato,Sistemas,Consumo eléctrico,"2.431,00",2026-07-01
CHI-202605-008814,2026-05-04,Chihuahua,Mantenimiento,Calibración de equipo,"11.231,50",2026-07-01
CHI-202605-008841,2026-05-04,Chihuahua,nómina indirecta,Equipo de protección,"13.656,75",2026-07-01
CHI-202605-008868,2026-05-04,Chihuahua,Fletes,Refacción prensa,"4.235,00",2026-07-01
CHI-202605-008895,2026-05-04,Chihuahua,Refacciones,Flete nacional,"8.047,50",2026-07-01
CHI-202605-008922,2026-05-04,Chihuahua,Seguridad,Calibración de equipo,"3.348,25",2026-07-01
CHI-202605-008949,2026-05-04,Chihuahua,Sistemas,Equipo de protección,"2.666,00",2026-07-01
CUA-202605-005925,2026-05-04,Cuautitlán,Mantenimiento,Equipo de protección,"7.447,50",2026-07-01
CUA-202605-005952,2026-05-04,Cuautitlán,Energía,Refacción prensa,"6.901,50",2026-07-01
CUA-202605-005979,2026-05-04,Cuautitlán,Nómina Indirecta,Flete nacional,"6.462,25",2026-07-01
CUA-202605-006006,2026-05-04,Cuautitlán, Refacciones,Calibración de equipo,"4.447,50",2026-07-01
CUA-202605-006033,2026-05-04,Cuautitlán,Calidad,Equipo de protección,"2.159,25",2026-07-01
CUA-202605-006060,2026-05-04,Cuautitlán,Seguridad,Refacción prensa,"1.000,75",2026-07-01
HER-202605-000282,2026-05-04,Hermosillo,Mantenimiento,Calibración de equipo,"11.034,25",2026-07-01
HER-202605-000282,2026-05-04,Hermosillo,Mantenimiento,Calibración de equipo,"11.034,25",2026-07-03
HER-202605-000309,2026-05-04,Hermosillo,Energía,Equipo de protección,"4.662,50",2026-07-01
HER-202605-000309,2026-05-04,Hermosillo,Energía,Equipo de protección,"4.662,50",2026-07-03
HER-202605-000336,2026-05-04,Hermosillo,ENERGÍA,Refacción prensa,"5.923,25",2026-07-01
HER-202605-000336,2026-05-04,Hermosillo,ENERGÍA,Refacción prensa,"5.923,25",2026-07-03
HER-202605-000363,2026-05-04,Hermosillo,Nómina Indirecta,Flete nacional,"3.813,75",2026-07-01
HER-202605-000363,2026-05-04,Hermosillo,Nómina Indirecta,Flete nacional,"3.813,75",2026-07-03
HER-202605-000390,2026-05-04,Hermosillo,Fletes,Calibración de equipo,"9.236,50",2026-07-01
HER-202605-000390,2026-05-04,Hermosillo,Fletes,Calibración de equipo,"9.236,50",2026-07-03
HER-202605-000417,2026-05-04,Hermosillo,Refacciones,Equipo de protección,"2.379,50",2026-07-01
HER-202605-000417,2026-05-04,Hermosillo,Refacciones,Equipo de protección,"2.379,50",2026-07-03
HER-202605-000444,2026-05-04,Hermosillo,Calidad,Refacción prensa,"1.775,25",2026-07-01
HER-202605-000444,2026-05-04,Hermosillo,Calidad,Refacción prensa,"1.775,25",2026-07-03
HER-202605-000471,2026-05-04,Hermosillo,  SEGURIDAD ,Flete nacional,"1.753,00",2026-07-01
HER-202605-000471,2026-05-04,Hermosillo,  SEGURIDAD ,Flete nacional,"1.753,00",2026-07-03
HER-202605-000498,2026-05-04,Hermosillo,Seguridad,Calibración de equipo,"1.203,25",2026-07-01
HER-202605-000498,2026-05-04,Hermosillo,Seguridad,Calibración de equipo,"1.203,25",2026-07-03
HER-202605-000525,2026-05-04,Hermosillo,Sistemas,Equipo de protección,"1.347,25",2026-07-01
HER-202605-000525,2026-05-04,Hermosillo,Sistemas,Equipo de protección,"1.347,25",2026-07-03
IRA-202605-011703,2026-05-04,Irapuato,Energía,Flete nacional,"4.192,75",2026-07-01
IRA-202605-011730,2026-05-04,Irapuato,Nómina Indirecta,Calibración de equipo,"3.660,75",2026-07-01
IRA-202605-011757,2026-05-04,Irapuato,Fletes,Equipo de protección,"4.416,00",2026-07-01
IRA-202605-011784,2026-05-04,Irapuato,Calidad,Refacción prensa,"1.457,50",2026-07-01
IRA-202605-011811,2026-05-04,Irapuato,SEGURIDAD,Flete nacional,"3.059,25",2026-07-01
IRA-202605-011838,2026-05-04,Irapuato,Sistemas,Calibración de equipo,"2.653,50",2026-07-01
CHI-202605-008818,2026-05-05,Chihuahua,Mantenimiento,Reparación correctiva,"6.191,25",2026-07-01
CHI-202605-008845,2026-05-05,Chihuahua,Nómina Indirecta,Mantenimiento preventivo,"14.095,75",2026-07-01
CHI-202605-008872,2026-05-05,Chihuahua,Fletes,Flete de importación,"6.534,00",2026-07-01
CHI-202605-008899,2026-05-05,Chihuahua,Refacciones,Nómina de apoyo,"5.840,50",2026-07-01
CHI-202605-008926,2026-05-05,Chihuahua,Seguridad ,Reparación correctiva,"6.126,25",2026-07-01
CHI-202605-008953,2026-05-05,Chihuahua,Sistemas,Mantenimiento preventivo,"3.601,50",2026-07-01
CUA-202605-005929,2026-05-05,Cuautitlán,Mantenimiento,Mantenimiento preventivo,"9.538,50",2026-07-01
CUA-202605-005956,2026-05-05,Cuautitlán, Energía,Flete de importación,"8.190,25",2026-07-01
CUA-202605-005983,2026-05-05,Cuautitlán,Fletes,Nómina de apoyo,"4.455,25",2026-07-01
CUA-202605-006010,2026-05-05,Cuautitlán,Refacciones,Reparación correctiva,"4.934,25",2026-07-01
CUA-202605-006037,2026-05-05,Cuautitlán,Calidad,Mantenimiento preventivo,"2.172,00",2026-07-01
CUA-202605-006064,2026-05-05,Cuautitlán,Sistemas,Flete de importación,"1.665,25",2026-07-01
HER-202605-000286,2026-05-05,Hermosillo,MANTENIMIENTO,Reparación correctiva,"10.466,50",2026-07-01
HER-202605-000286,2026-05-05,Hermosillo,MANTENIMIENTO,Reparación correctiva,"10.466,50",2026-07-03
HER-202605-000313,2026-05-05,Hermosillo,Energía,Mantenimiento preventivo,"2.683,75",2026-07-01
HER-202605-000313,2026-05-05,Hermosillo,Energía,Mantenimiento preventivo,"2.683,75",2026-07-03
HER-202605-000340,2026-05-05,Hermosillo,Nómina Indirecta,Flete de importación,"2.240,25",2026-07-01
HER-202605-000340,2026-05-05,Hermosillo,Nómina Indirecta,Flete de importación,"2.240,25",2026-07-03
HER-202605-000367,2026-05-05,Hermosillo,Nómina Indirecta,Nómina de apoyo,"4.206,75",2026-07-01
HER-202605-000367,2026-05-05,Hermosillo,Nómina Indirecta,Nómina de apoyo,"4.206,75",2026-07-03
HER-202605-000394,2026-05-05,Hermosillo,Fletes,Reparación correctiva,"9.350,25",2026-07-01
HER-202605-000394,2026-05-05,Hermosillo,Fletes,Reparación correctiva,"9.350,25",2026-07-03
HER-202605-000421,2026-05-05,Hermosillo,  REFACCIONES ,Mantenimiento preventivo,"2.496,50",2026-07-01
HER-202605-000421,2026-05-05,Hermosillo,  REFACCIONES ,Mantenimiento preventivo,"2.496,50",2026-07-03
HER-202605-000448,2026-05-05,Hermosillo,Calidad,Flete de importación,"1.900,25",2026-07-01
HER-202605-000448,2026-05-05,Hermosillo,Calidad,Flete de importación,"1.900,25",2026-07-03
HER-202605-000475,2026-05-05,Hermosillo,Seguridad,Nómina de apoyo,"1.433,50",2026-07-01
HER-202605-000475,2026-05-05,Hermosillo,Seguridad,Nómina de apoyo,"1.433,50",2026-07-03
HER-202605-000502,2026-05-05,Hermosillo,Seguridad,Reparación correctiva,"1.090,25",2026-07-01
HER-202605-000502,2026-05-05,Hermosillo,Seguridad,Reparación correctiva,"1.090,25",2026-07-03
HER-202605-000529,2026-05-05,Hermosillo,Sistemas,Mantenimiento preventivo,"718,50",2026-07-01
HER-202605-000529,2026-05-05,Hermosillo,Sistemas,Mantenimiento preventivo,"718,50",2026-07-03
IRA-202605-011707,2026-05-05,Irapuato,Energía,Nómina de apoyo,"2.949,50",2026-07-01
IRA-202605-011734,2026-05-05,Irapuato,Nómina Indirecta,Reparación correctiva,"3.319,25",2026-07-01
IRA-202605-011761,2026-05-05,Irapuato,REFACCIONES,Mantenimiento preventivo,"-1.450,25",2026-07-01
IRA-202605-011788,2026-05-05,Irapuato,Calidad,Flete de importación,"1.375,00",2026-07-01
IRA-202605-011815,2026-05-05,Irapuato,Seguridad,Nómina de apoyo,"3.035,75",2026-07-01
CHI-202605-008822,2026-05-06,Chihuahua,Energía,Consumo eléctrico,"11.264,75",2026-07-01
CHI-202605-008849,2026-05-06,Chihuahua,Nómina Indirecta,Servicio externo,"10.201,75",2026-07-01
CHI-202605-008876,2026-05-06,Chihuahua,Fletes ,Licencia de software,"5.551,25",2026-07-01
CHI-202605-008903,2026-05-06,Chihuahua,Calidad,Renta de montacargas,"6.390,75",2026-07-01
CHI-202605-008930,2026-05-06,Chihuahua,Seguridad,Consumo eléctrico,"6.132,25",2026-07-01
CHI-202605-008957,2026-05-06,Chihuahua,Sistemas,Servicio externo,"2.947,75",2026-07-01
CUA-202605-005933,2026-05-06,Cuautitlán,Mantenimiento,Servicio externo,"9.864,25",2026-07-01
CUA-202605-005960,2026-05-06,Cuautitlán,Energía,Licencia de software,"5.532,50",2026-07-01
CUA-202605-005987,2026-05-06,Cuautitlán,Fletes,Renta de montacargas,"4.694,00",2026-07-01
CUA-202605-006014,2026-05-06,Cuautitlán,Refacciones,Consumo eléctrico,"5.195,50",2026-07-01
CUA-202605-006041,2026-05-06,Cuautitlán,seguridad,Servicio externo,"2.752,00",2026-07-01
CUA-202605-006068,2026-05-06,Cuautitlán,Sistemas,Licencia de software,"1.718,75",2026-07-01
HER-202605-000290,2026-05-06,Hermosillo,Mantenimiento,Consumo eléctrico,"10.340,00",2026-07-01
HER-202605-000290,2026-05-06,Hermosillo,Mantenimiento,Consumo eléctrico,"10.340,00",2026-07-03
HER-202605-000317,2026-05-06,Hermosillo,Energía,Servicio externo,"3.942,50",2026-07-01
HER-202605-000317,2026-05-06,Hermosillo,Energía,Servicio externo,"3.942,50",2026-07-03
HER-202605-000344,2026-05-06,Hermosillo,Nómina Indirecta,Licencia de software,"3.045,00",2026-07-01
HER-202605-000344,2026-05-06,Hermosillo,Nómina Indirecta,Licencia de software,"3.045,00",2026-07-03
HER-202605-000371,2026-05-06,Hermosillo,  NÓMINA INDIRECTA ,Renta de montacargas,"3.240,00",2026-07-01
HER-202605-000371,2026-05-06,Hermosillo,  NÓMINA INDIRECTA ,Renta de montacargas,"3.240,00",2026-07-03
HER-202605-000398,2026-05-06,Hermosillo,Fletes,Consumo eléctrico,"7.035,00",2026-07-01
HER-202605-000398,2026-05-06,Hermosillo,Fletes,Consumo eléctrico,"7.035,00",2026-07-03
HER-202605-000425,2026-05-06,Hermosillo,Refacciones,Servicio externo,"3.031,75",2026-07-01
HER-202605-000425,2026-05-06,Hermosillo,Refacciones,Servicio externo,"3.031,75",2026-07-03
HER-202605-000452,2026-05-06,Hermosillo,Calidad,Licencia de software,"1.793,50",2026-07-01
HER-202605-000452,2026-05-06,Hermosillo,Calidad,Licencia de software,"1.793,50",2026-07-03
HER-202605-000479,2026-05-06,Hermosillo,Seguridad,Renta de montacargas,"2.073,00",2026-07-01
HER-202605-000479,2026-05-06,Hermosillo,Seguridad,Renta de montacargas,"2.073,00",2026-07-03
HER-202605-000506,2026-05-06,Hermosillo, Sistemas,Consumo eléctrico,"1.639,75",2026-07-01
HER-202605-000506,2026-05-06,Hermosillo, Sistemas,Consumo eléctrico,"1.639,75",2026-07-03
HER-202605-000533,2026-05-06,Hermosillo,Sistemas,Servicio externo,"834,25",2026-07-01
HER-202605-000533,2026-05-06,Hermosillo,Sistemas,Servicio externo,"834,25",2026-07-03
IRA-202605-011684,2026-05-06,Irapuato,Mantenimiento,Licencia de software,"3.947,50",2026-07-01
IRA-202605-011711,2026-05-06,Irapuato,ENERGÍA,Renta de montacargas,"5.301,50",2026-07-01
IRA-202605-011738,2026-05-06,Irapuato,Nómina Indirecta,Consumo eléctrico,"3.167,00",2026-07-01
IRA-202605-011765,2026-05-06,Irapuato,Refacciones,Servicio externo,"3.165,25",2026-07-01
IRA-202605-011792,2026-05-06,Irapuato,Calidad,Licencia de software,"2.237,50",2026-07-01
IRA-202605-011819,2026-05-06,Irapuato,Seguridad,Renta de montacargas,"2.775,50",2026-07-01
CHI-202605-008826,2026-05-07,Chihuahua,Energía ,Calibración de equipo,"12.764,50",2026-07-01
CHI-202605-008853,2026-05-07,Chihuahua,Nómina Indirecta,Equipo de protección,"11.739,50",2026-07-01
CHI-202605-008880,2026-05-07,Chihuahua,Fletes,Refacción prensa,"6.152,50",2026-07-01
CHI-202605-008907,2026-05-07,Chihuahua,Calidad,Flete nacional,"7.327,50",2026-07-01
CHI-202605-008934,2026-05-07,Chihuahua,Seguridad,Calibración de equipo,"4.025,50",2026-07-01
CUA-202605-005937,2026-05-07,Cuautitlán,Mantenimiento,Equipo de protección,"9.667,00",2026-07-01
CUA-202605-005964,2026-05-07,Cuautitlán,Nómina Indirecta,Refacción prensa,"2.694,75",2026-07-01
CUA-202605-005991,2026-05-07,Cuautitlán,fletes,Flete nacional,"4.115,00",2026-07-01
CUA-202605-006018,2026-05-07,Cuautitlán,Refacciones,Calibración de equipo,"3.979,00",2026-07-01
CUA-202605-006045,2026-05-07,Cuautitlán,Seguridad,Equipo de protección,"2.609,75",2026-07-01
CUA-202605-006072,2026-05-07,Cuautitlán,Sistemas,Refacción prensa,"1.665,00",2026-07-01
HER-202605-000294,2026-05-07,Hermosillo,Mantenimiento,Calibración de equipo,"6.254,00",2026-07-01
HER-202605-000294,2026-05-07,Hermosillo,Mantenimiento,Calibración de equipo,"6.254,00",2026-07-03
HER-202605-000321,2026-05-07,Hermosillo,  ENERGÍA ,Equipo de protección,"4.766,75",2026-07-01
HER-202605-000321,2026-05-07,Hermosillo,  ENERGÍA ,Equipo de protección,"4.766,75",2026-07-03
HER-202605-000348,2026-05-07,Hermosillo,Nómina Indirecta,Refacción prensa,"2.083,25",2026-07-01
HER-202605-000348,2026-05-07,Hermosillo,Nómina Indirecta,Refacción prensa,"2.083,25",2026-07-03
HER-202605-000375,2026-05-07,Hermosillo,Fletes,Flete nacional,"3.927,00",2026-07-01
HER-202605-000375,2026-05-07,Hermosillo,Fletes,Flete nacional,"3.927,00",2026-07-03
HER-202605-000402,2026-05-07,Hermosillo,Fletes,Calibración de equipo,"9.380,00",2026-07-01
HER-202605-000402,2026-05-07,Hermosillo,Fletes,Calibración de equipo,"9.380,00",2026-07-03
HER-202605-000429,2026-05-07,Hermosillo,Refacciones,Equipo de protección,"3.030,75",2026-07-01
HER-202605-000429,2026-05-07,Hermosillo,Refacciones,Equipo de protección,"3.030,75",2026-07-03
HER-202605-000456,2026-05-07,Hermosillo, Calidad,Refacción prensa,"2.032,00",2026-07-01
HER-202605-000456,2026-05-07,Hermosillo, Calidad,Refacción prensa,"2.032,00",2026-07-03
HER-202605-000483,2026-05-07,Hermosillo,Seguridad,Flete nacional,"1.852,25",2026-07-01
HER-202605-000483,2026-05-07,Hermosillo,Seguridad,Flete nacional,"1.852,25",2026-07-03
HER-202605-000510,2026-05-07,Hermosillo,Sistemas,Calibración de equipo,"2.089,00",2026-07-01
HER-202605-000510,2026-05-07,Hermosillo,Sistemas,Calibración de equipo,"2.089,00",2026-07-03
IRA-202605-011688,2026-05-07,Irapuato,Mantenimiento,Refacción prensa,"6.248,00",2026-07-01
IRA-202605-011715,2026-05-07,Irapuato,Energía,Flete nacional,"3.734,25",2026-07-01
IRA-202605-011742,2026-05-07,Irapuato,Fletes,Calibración de equipo,"3.686,00",2026-07-01
IRA-202605-011769,2026-05-07,Irapuato,Refacciones,Equipo de protección,"2.119,75",2026-07-01
IRA-202605-011796,2026-05-07,Irapuato,  CALIDAD ,Refacción prensa,"1.410,50",2026-07-01
IRA-202605-011823,2026-05-07,Irapuato,Sistemas,Flete nacional,"1.468,25",2026-07-01
CHI-202605-008803,2026-05-08,Chihuahua,Mantenimiento,Nómina de apoyo,"12.204,25",2026-07-01
CHI-202605-008830,2026-05-08,Chihuahua,Energía,Reparación correctiva,"10.224,50",2026-07-01
CHI-202605-008857,2026-05-08,Chihuahua,Nómina Indirecta,Mantenimiento preventivo,"12.156,50",2026-07-01
CHI-202605-008884,2026-05-08,Chihuahua,Refacciones,Flete de importación,"11.975,50",2026-07-01
CHI-202605-008911,2026-05-08,Chihuahua,CALIDAD,Nómina de apoyo,"7.359,25",2026-07-01
CHI-202605-008938,2026-05-08,Chihuahua,Seguridad,Reparación correctiva,"4.057,75",2026-07-01
CUA-202605-005941,2026-05-08,Cuautitlán,energía,Mantenimiento preventivo,"-2.061,50",2026-07-01
CUA-202605-005968,2026-05-08,Cuautitlán,Nómina Indirecta,Flete de importación,"4.605,50",2026-07-01
CUA-202605-005995,2026-05-08,Cuautitlán,Fletes,Nómina de apoyo,"4.843,25",2026-07-01
CUA-202605-006022,2026-05-08,Cuautitlán,Calidad,Reparación correctiva,"1.475,75",2026-07-01
CUA-202605-006049,2026-05-08,Cuautitlán,Seguridad,Mantenimiento preventivo,"2.749,75",2026-07-01
CUA-202605-006076,2026-05-08,Cuautitlán,Sistemas ,Flete de importación,"1.941,50",2026-07-01
HER-202605-000298,2026-05-08,Hermosillo,Mantenimiento,Reparación correctiva,"8.234,25",2026-07-01
HER-202605-000298,2026-05-08,Hermosillo,Mantenimiento,Reparación correctiva,"8.234,25",2026-07-03
HER-202605-000325,2026-05-08,Hermosillo,Energía,Mantenimiento preventivo,"2.589,00",2026-07-01
HER-202605-000325,2026-05-08,Hermosillo,Energía,Mantenimiento preventivo,"2.589,00",2026-07-03
HER-202605-000352,2026-05-08,Hermosillo,Nómina Indirecta,Flete de importación,"2.622,50",2026-07-01
HER-202605-000352,2026-05-08,Hermosillo,Nómina Indirecta,Flete de importación,"2.622,50",2026-07-03
HER-202605-000379,2026-05-08,Hermosillo,Fletes,Nómina de apoyo,"4.385,25",2026-07-01
HER-202605-000379,2026-05-08,Hermosillo,Fletes,Nómina de apoyo,"4.385,25",2026-07-03
HER-202605-000406,2026-05-08,Hermosillo, Refacciones,Reparación correctiva,"1.255,25",2026-07-01
HER-202605-000406,2026-05-08,Hermosillo, Refacciones,Reparación correctiva,"1.255,25",2026-07-03
HER-202605-000433,2026-05-08,Hermosillo,Refacciones,Mantenimiento preventivo,"2.656,25",2026-07-01
HER-202605-000433,2026-05-08,Hermosillo,Refacciones,Mantenimiento preventivo,"2.656,25",2026-07-03
HER-202605-000460,2026-05-08,Hermosillo,Calidad,Flete de importación,"2.552,75",2026-07-01
HER-202605-000460,2026-05-08,Hermosillo,Calidad,Flete de importación,"2.552,75",2026-07-03
HER-202605-000487,2026-05-08,Hermosillo,Seguridad,Nómina de apoyo,"2.029,00",2026-07-01
